ms_subclass,lot_frontage,lot_area,lot_shape,utilities,neighborhood,overall_qual,overall_cond,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_exposure,total_bsmt_sf,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_cars,garage_area,pool_area,pool_qc,yr_sold,saleprice,condition_3,bldg_type_1Fam,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,exterior_3rd,bsmt_qual_cond_merged,bsmtfin_type_merged,bsmtfin_sf_merged,garage_qual_cond_merged
60,112.0,12217,3,4,3,8,5,2007,99.69590931493346,4,3,3,955.0,5,1,955,925,1880,1.0,0.0,2,1,3,1,5,8,1,1,4,3.0,880.0,0,0,2007,310013,0,1,0,0,0,0,2,8,7,745.0,6
120,69.05520046484602,3696,4,4,4,8,5,1986,0.0,4,3,1,1074.0,5,1,1088,0,1088,0.0,0.0,1,1,2,1,4,5,1,0,0,2.0,461.0,0,0,2007,170000,0,0,0,0,0,1,2,7,2,0.0,6
20,70.0,7560,4,4,2,5,5,1959,0.0,3,3,1,1040.0,3,0,1040,0,1040,0.0,0.0,1,0,3,1,3,6,1,0,0,1.0,286.0,0,0,2006,133700,0,1,0,0,0,0,2,6,3,369.0,6
70,55.0,10592,4,4,3,6,7,1996,0.0,3,4,1,602.0,3,1,900,602,1502,0.0,0.0,1,1,3,1,4,7,1,2,3,1.0,180.0,0,0,2007,165000,0,1,0,0,0,0,2,5,2,0.0,6
160,21.0,1680,4,4,1,6,3,1971,604.0,3,3,1,483.0,3,1,483,504,987,0.0,0.0,1,1,2,1,3,5,1,0,0,1.0,264.0,0,0,2008,89500,0,0,0,0,0,1,2,6,6,358.0,6
190,75.0,10382,4,4,2,6,5,1958,105.0,3,2,4,588.0,3,1,1095,0,1095,1.0,0.0,1,0,2,1,3,6,1,0,0,1.0,264.0,0,0,2006,140000,0,0,1,0,0,0,2,6,6,513.0,6
160,24.0,2522,4,4,2,7,5,2004,50.0,4,3,1,970.0,5,1,970,739,1709,0.0,0.0,2,0,3,1,4,7,0,0,0,2.0,380.0,0,0,2006,134000,0,0,0,0,1,0,4,7,2,0.0,6
60,70.0,9370,2,4,3,6,5,1993,0.0,4,3,1,836.0,5,1,844,887,1731,1.0,0.0,2,1,3,1,4,7,1,0,0,2.0,462.0,0,0,2006,248500,0,1,0,0,0,0,2,7,6,758.0,6
80,69.05520046484602,10246,3,4,2,4,9,2001,0.0,3,4,3,648.0,5,1,960,0,960,1.0,1.0,0,0,0,1,3,3,1,0,0,1.0,364.0,0,0,2006,145000,0,1,0,0,0,0,4,7,7,648.0,6
60,85.0,11475,4,4,3,6,6,1975,0.0,3,3,1,713.0,3,1,811,741,1552,1.0,0.0,2,1,3,1,3,6,1,1,3,2.0,434.0,0,0,2006,179900,1,1,0,0,0,0,4,7,6,550.0,6
20,75.0,9986,4,4,3,8,5,2007,428.0,4,3,3,1795.0,5,1,1795,0,1795,0.0,0.0,2,0,2,1,4,7,1,1,4,3.0,895.0,0,0,2007,147000,0,1,0,0,0,0,4,8,2,0.0,6
60,63.0,10475,4,4,2,5,5,1991,0.0,3,3,1,624.0,4,1,624,650,1274,0.0,0.0,1,1,3,1,3,6,1,0,0,2.0,576.0,0,0,2010,136000,0,1,0,0,0,0,2,7,4,458.0,6
50,50.0,6000,4,4,1,6,6,1950,0.0,3,4,1,572.0,5,0,848,348,1196,0.0,1.0,1,1,3,1,3,6,1,2,4,2.0,576.0,0,0,2010,128000,0,1,0,0,0,0,2,6,3,264.0,6
20,50.0,4280,3,4,2,4,9,2001,0.0,3,4,1,560.0,5,0,704,0,704,0.0,1.0,1,0,2,1,2,4,1,0,0,1.0,220.0,0,0,2009,88750,0,1,0,0,0,0,2,5,2,0.0,6
20,119.0,10895,4,4,2,5,6,1955,0.0,3,4,1,972.0,3,1,972,0,972,0.0,0.0,1,0,3,1,3,5,1,0,0,1.0,305.0,0,0,2010,122500,0,1,0,0,0,0,2,6,4,648.0,6
50,78.0,17503,4,4,2,6,5,1950,0.0,3,3,1,912.0,3,1,912,546,1458,0.0,1.0,1,0,3,1,3,6,1,1,4,1.0,330.0,0,0,2010,97500,0,1,0,0,0,0,4,6,2,0.0,6
20,109.0,9723,3,4,2,6,7,1963,332.0,3,3,1,1008.0,3,1,1008,0,1008,0.0,0.0,1,0,2,1,3,5,1,0,0,2.0,430.0,0,0,2006,135000,0,1,0,0,0,0,2,6,2,0.0,6
20,90.0,11694,4,4,4,9,5,2007,452.0,5,3,3,1822.0,5,1,1828,0,1828,0.0,0.0,2,0,3,1,4,9,1,1,4,3.0,774.0,0,0,2007,314813,0,1,0,0,0,0,4,8,7,48.0,6
50,105.0,8470,3,4,1,3,2,1982,0.0,2,2,1,1013.0,3,1,1013,0,1526,0.0,0.0,1,0,2,1,2,6,1,0,0,0.0,0.0,0,0,2009,85000,0,1,0,0,0,0,2,5,2,0.0,0
50,50.0,6000,4,4,1,6,9,2000,0.0,4,3,1,698.0,3,1,786,390,1176,0.0,0.0,1,0,2,1,3,4,1,0,0,2.0,624.0,0,0,2009,134900,0,1,0,0,0,0,2,6,2,0.0,6
20,70.0,10519,4,4,2,5,8,1999,164.0,3,3,2,1057.0,4,1,1057,0,1057,0.0,1.0,1,0,3,1,4,6,1,0,0,1.0,288.0,0,0,2006,137000,0,1,0,0,0,0,2,6,2,0.0,6
20,91.0,10437,3,4,4,8,6,1995,660.0,4,4,4,2109.0,5,1,2113,0,2113,1.0,0.0,2,1,2,1,4,7,1,1,3,3.0,839.0,0,0,2008,350000,0,1,0,0,0,0,2,7,7,1696.0,6
20,65.0,7514,4,4,2,5,7,1975,0.0,3,3,2,943.0,3,1,1387,0,1387,1.0,0.0,1,0,3,1,3,6,1,1,3,1.0,300.0,0,0,2006,145000,0,1,0,0,0,0,2,6,8,481.0,6
60,118.0,13654,3,4,4,9,5,2006,365.0,4,3,4,1704.0,5,1,1722,1036,2758,0.0,0.0,2,1,4,1,5,9,1,1,5,3.0,814.0,0,0,2007,418000,0,1,0,0,0,0,2,8,2,0.0,6
30,48.0,5747,4,4,1,3,4,1950,0.0,3,3,1,798.0,4,1,840,0,840,0.0,0.0,1,0,2,1,2,5,1,0,0,1.0,250.0,0,0,2006,64000,0,1,0,0,0,0,2,6,2,0.0,5
50,55.0,4500,2,4,2,5,5,2000,0.0,3,3,1,793.0,5,1,848,672,1520,0.0,0.0,1,0,3,1,3,6,1,0,0,1.0,281.0,0,0,2009,159434,0,1,0,0,0,0,3,6,4,182.0,6
20,91.0,11830,4,4,3,8,5,2007,164.0,4,3,1,1542.0,5,1,1542,0,1542,1.0,0.0,2,0,3,1,4,6,1,1,4,3.0,852.0,0,0,2007,260261,0,1,0,0,0,0,4,7,7,1220.0,6
50,71.0,8520,4,4,2,5,4,1952,0.0,3,2,1,910.0,2,1,910,475,1385,0.0,0.0,2,0,4,1,3,6,1,0,0,2.0,720.0,0,0,2010,166000,0,1,0,0,0,0,2,6,4,507.0,6
85,66.0,6760,4,4,2,5,5,1962,0.0,3,3,3,896.0,3,1,936,0,936,1.0,0.0,1,0,3,1,3,6,1,1,1,1.0,288.0,0,0,2007,130000,0,1,0,0,0,0,2,6,6,734.0,6
50,51.0,6191,4,4,2,5,4,1950,0.0,3,3,1,824.0,3,1,824,464,1288,0.0,0.0,1,0,4,1,3,6,1,0,0,1.0,240.0,0,0,2006,112000,0,1,0,0,0,0,2,4,3,384.0,6
20,80.0,8700,4,4,2,5,6,1963,148.0,3,4,2,1120.0,4,1,1128,0,1128,1.0,0.0,2,0,3,1,3,6,1,0,0,2.0,525.0,0,0,2008,155000,0,1,0,0,0,0,2,6,6,776.0,6
60,92.0,12003,4,4,4,8,5,2010,84.0,4,3,1,774.0,5,1,774,1194,1968,0.0,0.0,2,1,4,1,5,8,1,1,4,3.0,680.0,0,0,2010,269500,0,1,0,0,0,0,4,8,2,0.0,6
80,69.05520046484602,12700,3,4,2,6,5,1964,0.0,3,3,1,1246.0,3,1,1246,0,1246,1.0,0.0,1,0,3,1,3,6,1,2,4,2.0,441.0,0,0,2006,172000,0,1,0,0,0,0,2,6,6,939.0,6
70,75.0,13125,4,4,3,7,6,1984,0.0,3,3,1,800.0,3,1,960,780,1740,0.0,0.0,1,1,3,1,3,6,1,2,4,1.0,240.0,0,0,2007,219500,0,1,0,0,0,0,2,6,5,410.0,6
20,69.05520046484602,8638,3,4,2,5,6,1963,0.0,3,3,1,925.0,4,1,925,0,925,1.0,0.0,1,0,2,1,3,5,1,0,0,2.0,484.0,0,0,2006,133500,2,1,0,0,0,0,2,6,6,181.0,6
80,76.0,9967,3,4,3,7,5,2000,0.0,3,3,1,384.0,5,1,774,656,1430,0.0,0.0,2,1,3,1,3,8,1,1,3,2.0,400.0,0,0,2007,170000,0,1,0,0,0,0,4,7,2,0.0,6
70,60.0,9600,4,4,1,8,9,2003,0.0,4,4,1,930.0,3,1,930,636,1566,0.0,0.0,2,0,3,1,4,7,1,0,0,1.0,288.0,0,0,2010,150000,0,1,0,0,0,0,2,6,2,0.0,6
20,69.05520046484602,12774,4,4,2,5,5,1953,0.0,3,3,1,984.0,3,1,950,0,950,0.0,0.0,1,0,2,1,3,5,1,0,0,2.0,400.0,0,0,2008,130000,0,1,0,0,0,0,2,6,6,752.0,6
80,70.0,8163,4,4,2,5,6,1959,128.0,3,4,3,1144.0,3,1,1144,0,1144,1.0,0.0,1,0,3,1,3,6,1,1,3,1.0,796.0,0,0,2006,143000,0,1,0,0,0,0,2,6,9,1042.0,6
20,90.0,9900,4,4,2,5,5,1961,0.0,3,4,1,1114.0,3,1,1114,0,1114,1.0,0.0,1,0,3,1,3,5,1,0,0,2.0,451.0,0,0,2008,140000,0,1,0,0,0,0,2,6,2,0.0,6
20,95.0,13651,3,4,2,7,6,1973,1115.0,3,4,4,2223.0,5,1,2223,0,2223,1.0,0.0,2,0,3,1,3,8,1,2,4,2.0,516.0,0,0,2007,244000,0,1,0,0,0,0,2,7,6,1880.0,6
75,60.0,7200,4,4,1,5,7,1996,0.0,3,3,1,530.0,3,1,581,530,1111,0.0,0.0,1,0,3,1,2,6,1,0,0,1.0,288.0,0,0,2007,101000,0,1,0,0,0,0,2,5,2,0.0,6
20,65.0,9750,4,4,1,5,5,1958,0.0,3,3,1,960.0,5,1,960,0,960,0.0,0.0,1,0,3,1,3,5,1,0,0,2.0,624.0,0,0,2006,125000,0,1,0,0,0,0,2,6,2,0.0,6
60,73.0,11184,3,4,3,6,5,1998,0.0,3,3,1,932.0,4,1,932,701,1633,0.0,0.0,2,1,3,1,3,7,1,1,3,2.0,460.0,0,0,2008,183000,0,1,0,0,0,0,4,7,2,0.0,6
75,92.0,5520,4,4,1,6,6,1950,0.0,3,3,1,755.0,5,1,929,929,2229,0.0,0.0,1,0,5,1,3,8,1,0,0,0.0,0.0,0,0,2009,104000,0,1,0,0,0,0,2,6,2,0.0,0
45,64.0,6390,4,4,2,6,7,1954,0.0,3,3,1,936.0,3,0,984,0,984,1.0,0.0,1,0,2,1,3,4,1,0,0,1.0,280.0,0,0,2008,112500,0,1,0,0,0,0,2,6,2,0.0,6
20,79.0,10240,4,4,3,6,6,1980,157.0,3,4,1,1686.0,3,1,1686,0,1686,1.0,0.0,2,0,3,1,3,7,1,1,3,2.0,612.0,0,0,2006,207500,0,1,0,0,0,0,2,7,6,1686.0,6
20,78.0,9316,4,4,3,7,5,2005,140.0,4,3,4,1614.0,5,1,1614,0,1614,0.0,0.0,2,0,3,1,4,7,1,1,4,2.0,576.0,0,0,2006,225000,0,1,0,0,0,0,4,7,7,56.0,6
20,60.0,7200,4,4,3,5,8,1972,0.0,3,3,1,864.0,5,1,864,0,864,0.0,0.0,1,0,3,1,3,5,1,0,0,1.0,297.0,0,0,2006,119900,0,1,0,0,0,0,4,6,5,437.0,6
20,108.0,12228,4,4,4,7,5,2006,206.0,4,3,1,1721.0,5,1,1740,0,1740,0.0,0.0,2,0,4,1,4,8,1,0,0,3.0,874.0,0,0,2006,293000,0,1,0,0,0,0,4,9,2,0.0,6
20,78.0,10335,3,4,2,5,6,1993,0.0,3,3,1,1461.0,4,1,1721,0,1721,0.0,0.0,2,1,3,1,3,7,0,1,3,2.0,440.0,0,0,2006,180000,0,1,0,0,0,0,2,6,4,570.0,6
80,69.05520046484602,12328,3,4,2,6,5,1976,335.0,3,3,3,1012.0,3,1,1034,0,1034,1.0,0.0,1,0,3,1,3,6,1,0,0,3.0,888.0,0,0,2010,169900,0,1,0,0,0,0,2,6,7,539.0,6
90,68.0,8930,4,4,2,6,5,1978,0.0,3,3,0,0.0,3,1,1318,584,1902,0.0,0.0,2,0,4,2,3,8,1,0,0,2.0,539.0,0,0,2010,112000,2,0,0,1,0,0,4,0,0,0.0,6
20,81.0,9672,4,4,3,6,5,1985,0.0,3,3,1,1040.0,3,1,1097,0,1097,0.0,0.0,2,0,3,1,3,6,1,0,0,2.0,480.0,0,0,2010,152000,0,1,0,0,0,0,2,7,7,338.0,6
60,120.0,13975,3,4,4,9,5,2006,525.0,4,3,3,1090.0,5,1,1117,1089,2206,0.0,0.0,2,1,4,1,5,10,1,1,4,3.0,670.0,0,0,2006,300000,0,1,0,0,0,0,4,7,2,0.0,6
80,94.0,7819,4,4,2,6,5,1976,0.0,3,3,3,1029.0,3,1,1117,0,1117,1.0,0.0,1,0,3,1,3,6,1,1,3,2.0,672.0,0,0,2010,107000,0,1,0,0,0,0,2,6,9,549.0,6
190,60.0,11340,4,4,1,4,6,1950,0.0,3,3,1,777.0,4,1,1246,1044,2290,0.0,0.0,2,0,4,2,3,11,1,0,0,2.0,560.0,0,0,2010,122500,0,0,1,0,0,0,2,6,2,0.0,6
160,21.0,1680,4,4,1,6,5,1972,504.0,3,3,1,483.0,3,1,483,465,948,0.0,0.0,1,1,2,1,3,5,1,0,0,1.0,264.0,0,0,2006,89000,0,0,0,0,1,0,2,6,6,276.0,6
50,65.0,6001,3,4,2,6,5,1950,0.0,3,3,1,600.0,5,1,600,319,919,0.0,0.0,1,0,3,1,3,5,1,0,0,1.0,231.0,0,0,2010,95000,0,1,0,0,0,0,4,5,3,368.0,6
20,78.0,11700,4,4,3,6,6,1968,41.0,3,3,1,912.0,5,1,1152,0,1152,1.0,0.0,1,1,3,1,3,7,1,0,0,2.0,412.0,0,0,2007,143450,1,1,0,0,0,0,2,6,2,0.0,6
60,102.0,12858,3,4,4,9,5,2010,162.0,5,3,1,1590.0,5,1,1627,707,2334,0.0,0.0,2,1,3,1,5,10,1,1,4,3.0,751.0,0,0,2010,376162,0,1,0,0,0,0,4,8,2,0.0,6
20,73.0,9300,4,4,2,5,5,1960,324.0,3,3,1,1268.0,3,1,1264,0,1264,1.0,0.0,1,0,3,1,3,6,1,2,4,2.0,461.0,0,0,2010,167500,0,1,0,0,0,0,2,6,4,697.0,6
90,64.0,7018,4,4,3,5,5,1979,275.0,3,3,3,1086.0,3,1,1224,0,1224,2.0,0.0,0,2,2,2,3,6,1,2,3,2.0,528.0,0,0,2009,153337,0,0,0,1,0,0,2,7,7,1086.0,6
70,54.0,6629,4,4,2,6,6,1950,0.0,3,4,1,672.0,3,1,697,672,1369,1.0,0.0,2,0,3,1,3,6,1,0,0,1.0,300.0,0,0,2009,103600,0,1,0,0,0,0,2,6,5,551.0,6
20,75.0,10650,4,4,3,5,6,1976,0.0,3,3,3,894.0,3,1,894,0,894,1.0,0.0,1,0,3,1,3,5,1,0,0,1.0,308.0,0,0,2010,128200,0,1,0,0,0,0,2,7,7,894.0,6
160,69.05520046484602,2117,4,4,3,6,5,2000,216.0,4,3,1,756.0,5,1,769,804,1573,0.0,0.0,2,1,3,1,4,5,1,0,0,2.0,440.0,0,0,2010,177500,0,0,0,0,1,0,2,7,7,378.0,6
60,105.0,13650,4,4,4,8,5,2002,232.0,4,3,4,1671.0,5,1,1687,563,2250,1.0,0.0,2,1,3,1,4,7,1,1,5,3.0,756.0,0,0,2010,320000,0,1,0,0,0,0,4,7,7,578.0,6
60,42.0,8433,3,4,3,6,5,2000,0.0,3,3,1,794.0,5,1,819,695,1514,1.0,0.0,2,1,3,1,3,7,1,1,3,2.0,394.0,0,0,2009,190000,0,1,0,0,0,0,4,7,7,683.0,6
160,21.0,1680,4,4,1,6,5,1971,236.0,3,3,1,672.0,3,1,672,546,1218,0.0,0.0,1,1,3,1,3,7,1,0,0,0.0,0.0,0,0,2006,91500,0,0,0,0,1,0,4,6,2,0.0,0
190,50.0,6000,4,4,1,5,4,1954,0.0,3,3,1,811.0,3,0,811,576,1387,0.0,0.0,2,0,3,2,4,7,1,0,0,1.0,256.0,0,0,2009,93000,0,0,1,0,0,0,2,6,2,0.0,6
70,50.0,8500,4,4,1,4,4,1950,0.0,3,2,1,649.0,3,1,649,668,1317,0.0,0.0,1,0,3,1,3,6,1,0,0,1.0,250.0,0,0,2008,40000,0,1,0,0,0,0,3,6,2,0.0,5
70,60.0,6882,4,4,1,6,7,2006,0.0,3,3,1,684.0,3,1,773,582,1355,0.0,0.0,1,1,3,1,4,7,1,0,0,0.0,0.0,0,0,2007,127000,0,1,0,0,0,0,2,6,2,0.0,0
30,66.0,8712,4,4,1,4,7,1950,0.0,2,2,1,756.0,4,1,952,0,952,0.0,0.0,1,0,3,1,3,5,1,0,0,1.0,330.0,0,0,2010,50138,0,1,0,0,0,0,2,6,2,0.0,6
20,69.05520046484602,7917,3,4,2,6,7,1976,174.0,3,4,1,1143.0,3,1,1113,0,1113,1.0,0.0,1,1,3,1,3,6,1,1,2,1.0,504.0,0,0,2007,148000,0,1,0,0,0,0,2,7,5,751.0,7
30,71.0,6900,4,4,1,5,6,1955,0.0,3,3,1,740.0,5,1,778,0,778,0.0,0.0,1,0,2,1,3,4,1,1,4,1.0,924.0,0,0,2008,120500,0,1,0,0,0,0,4,6,8,528.0,10
50,60.0,9900,4,4,2,6,7,1950,0.0,3,3,1,778.0,3,1,944,545,1489,0.0,0.0,2,0,3,1,3,7,1,1,4,1.0,240.0,0,0,2009,139500,0,1,0,0,0,0,4,6,2,0.0,6
20,86.0,13286,3,4,2,9,5,2008,340.0,5,3,1,1698.0,5,1,1698,0,1698,1.0,0.0,2,0,3,1,5,8,1,1,4,3.0,768.0,0,0,2009,320000,0,1,0,0,0,0,4,8,7,1234.0,6
70,107.0,12888,4,4,2,7,8,1980,0.0,3,4,1,1005.0,3,1,1262,1005,2267,1.0,0.0,1,1,3,1,3,7,1,2,4,2.0,498.0,0,0,2007,219000,0,1,0,0,0,0,2,6,6,288.0,6
20,69.05520046484602,8885,3,4,2,5,5,1983,0.0,3,3,3,864.0,3,1,902,0,902,1.0,0.0,1,0,2,1,3,5,1,0,0,2.0,484.0,0,0,2006,131000,0,1,0,0,0,0,2,7,9,625.0,6
60,62.0,8857,3,4,3,6,5,2006,0.0,4,3,1,738.0,5,1,738,757,1495,0.0,0.0,2,1,3,1,4,7,1,1,4,2.0,440.0,0,0,2007,171925,0,1,0,0,0,0,4,7,2,0.0,6
20,53.0,14137,3,4,3,5,5,1997,0.0,4,3,1,1348.0,4,1,1384,0,1384,1.0,0.0,2,0,3,1,4,7,1,0,0,2.0,404.0,0,0,2008,177900,0,1,0,0,0,0,2,7,7,450.0,6
70,53.0,6720,4,4,3,6,7,1950,0.0,3,3,1,585.0,3,1,851,585,1436,0.0,0.0,1,0,3,1,3,7,1,1,4,1.0,228.0,0,0,2007,141500,0,1,0,0,0,0,4,6,2,0.0,6
60,60.0,7500,4,4,3,6,5,1999,0.0,4,3,1,952.0,4,1,952,684,1636,1.0,0.0,2,1,3,1,3,7,1,1,3,2.0,440.0,0,0,2009,191000,0,1,0,0,0,0,4,7,7,476.0,6
20,63.0,13072,4,4,3,6,5,2004,0.0,3,3,1,1158.0,5,1,1158,0,1158,1.0,0.0,1,1,3,1,4,5,1,0,0,2.0,576.0,0,0,2006,158000,2,1,0,0,0,0,4,7,6,941.0,6
20,67.0,10656,3,4,4,8,5,2007,274.0,4,3,3,1638.0,5,1,1646,0,1646,0.0,0.0,2,0,3,1,4,6,1,1,4,3.0,870.0,0,0,2007,248900,0,1,0,0,0,0,4,7,2,0.0,6
50,60.0,7200,4,4,2,5,7,1950,252.0,3,3,1,731.0,5,1,981,787,1768,1.0,0.0,1,1,3,1,4,7,1,2,3,1.0,240.0,0,0,2007,175000,0,1,0,0,0,0,2,7,6,569.0,6
190,80.0,8800,4,4,2,6,7,2000,0.0,3,4,2,1187.0,5,1,1565,0,1565,1.0,0.0,2,0,3,1,4,7,0,2,3,1.0,299.0,0,0,2006,185900,1,0,1,0,0,0,3,6,9,1153.0,6
75,60.0,10800,4,4,1,7,7,1970,0.0,3,3,2,880.0,2,1,880,888,1768,0.0,0.0,1,1,2,1,3,6,1,2,3,2.0,320.0,0,0,2006,163000,0,1,0,0,0,0,2,7,4,390.0,6
190,50.0,9000,4,4,1,5,6,1951,0.0,2,2,2,660.0,3,1,1060,336,1396,0.0,0.0,2,0,4,2,3,8,0,0,0,0.0,0.0,0,0,2006,115000,0,0,1,0,0,0,2,6,2,0.0,0
80,80.0,13014,4,4,2,6,5,1978,39.0,3,3,3,1008.0,3,1,1096,0,1096,1.0,0.0,1,0,3,1,3,6,1,1,2,2.0,484.0,0,0,2008,157500,0,1,0,0,0,0,2,6,6,528.0,6
60,69.05520046484602,15896,2,4,3,7,5,1999,210.0,4,3,1,1177.0,5,1,1223,1089,2312,1.0,0.0,2,1,4,1,4,8,1,1,3,3.0,658.0,0,0,2009,245000,0,1,0,0,0,0,4,7,6,913.0,6
120,41.0,5395,3,4,4,8,5,1993,0.0,4,3,1,1337.0,4,1,1337,0,1337,1.0,0.0,2,0,2,1,4,5,1,1,3,2.0,462.0,0,0,2008,180000,0,0,0,0,0,1,2,7,7,733.0,6
160,69.05520046484602,5105,2,4,3,7,5,2004,0.0,4,3,1,551.0,5,1,551,551,1102,0.0,0.0,2,1,2,1,4,4,1,0,0,2.0,480.0,0,0,2007,148800,0,0,0,0,0,1,2,7,7,239.0,6
60,75.0,9473,4,4,3,8,5,2002,99.69590931493346,4,3,1,1128.0,5,1,1128,903,2031,1.0,0.0,2,1,3,1,4,7,1,1,4,2.0,577.0,0,0,2008,237000,0,1,0,0,0,0,4,7,7,804.0,6
30,60.0,8400,4,4,2,2,5,1950,0.0,3,3,1,290.0,3,0,438,0,438,0.0,0.0,1,0,1,1,2,3,1,0,0,1.0,246.0,0,0,2009,60000,0,1,0,0,0,0,2,5,4,290.0,6
85,64.0,12102,4,4,2,5,5,1976,222.0,3,3,4,456.0,5,1,1033,0,1033,0.0,1.0,1,0,3,1,3,6,1,0,0,2.0,504.0,0,0,2008,165000,0,1,0,0,0,0,2,8,6,456.0,5
60,41.0,10905,2,4,3,7,5,2003,0.0,4,3,1,1129.0,5,1,1129,1198,2327,0.0,0.0,2,1,4,1,4,9,1,1,4,2.0,596.0,0,0,2008,240000,0,1,0,0,0,0,4,7,2,0.0,6
20,69.05520046484602,9556,3,4,3,7,5,1993,52.0,3,3,1,1168.0,4,1,1187,0,1187,0.0,0.0,2,0,3,1,4,6,1,0,0,2.0,420.0,0,0,2007,160000,0,1,0,0,0,0,2,7,2,0.0,6
190,58.0,6430,4,4,2,6,6,1950,0.0,3,3,3,780.0,3,0,816,524,1340,1.0,0.0,1,0,3,1,3,6,1,0,0,1.0,440.0,0,0,2006,128000,0,0,1,0,0,0,2,6,5,780.0,6
90,65.0,6040,4,4,2,4,5,1955,0.0,3,3,0,0.0,3,0,1152,0,1152,0.0,0.0,2,0,2,2,2,6,1,0,0,0.0,0.0,0,0,2008,82000,0,0,0,1,0,0,1,0,0,0.0,0
20,80.0,14695,3,4,2,6,8,2008,210.0,3,4,1,1562.0,4,1,1567,0,1567,1.0,0.0,2,0,2,1,4,5,1,2,4,2.0,542.0,0,0,2009,256000,0,1,0,0,0,0,2,6,6,1387.0,6
70,50.0,9000,4,4,1,7,9,1988,0.0,3,4,1,650.0,5,1,832,650,1482,0.0,1.0,1,0,3,1,3,7,1,0,0,2.0,324.0,0,0,2009,143000,0,1,0,0,0,0,4,6,6,624.0,6
20,67.0,8368,3,4,4,7,5,2007,0.0,4,3,1,1689.0,5,1,1689,0,1689,0.0,0.0,2,0,3,1,4,7,1,0,0,2.0,433.0,0,0,2007,231713,0,1,0,0,0,0,4,7,2,0.0,6
190,195.0,41600,3,4,3,5,5,1990,0.0,3,3,4,1100.0,3,1,1424,0,1424,1.0,0.0,1,1,3,1,3,7,0,0,0,3.0,828.0,0,0,2007,155000,0,0,1,0,0,0,2,7,6,1047.0,6
20,59.0,6490,4,4,2,5,7,1983,0.0,3,4,1,816.0,5,1,816,0,816,0.0,1.0,1,0,2,1,3,4,1,0,0,1.0,264.0,0,0,2008,128500,0,1,0,0,0,0,4,6,7,534.0,6
30,60.0,7290,4,4,2,7,8,1950,174.0,3,3,1,1228.0,5,1,1424,0,1424,0.0,0.0,2,0,2,1,3,7,1,1,4,1.0,312.0,0,0,2008,168000,0,1,0,0,0,0,2,6,2,0.0,6
60,69.05520046484602,7472,3,4,2,7,9,2004,138.0,3,3,1,725.0,4,1,725,754,1479,1.0,0.0,1,1,4,1,4,7,1,0,0,2.0,484.0,0,0,2007,184000,0,1,0,0,0,0,2,6,6,626.0,6
190,70.0,7000,4,4,2,5,5,1962,0.0,3,3,3,1025.0,3,1,1025,0,1025,1.0,0.0,1,0,3,1,3,6,1,0,0,0.0,0.0,0,0,2006,124000,0,0,1,0,0,0,2,6,6,953.0,0
20,69.05520046484602,11717,3,4,3,6,6,1970,571.0,3,3,1,1442.0,3,1,1442,0,1442,0.0,0.0,2,0,2,1,3,6,1,1,3,2.0,615.0,0,0,2009,185000,2,1,0,0,0,0,2,6,2,0.0,6
60,106.0,11194,3,4,3,8,5,2000,40.0,4,3,1,1406.0,5,1,1454,482,1936,0.0,0.0,2,1,3,1,4,7,1,1,3,2.0,504.0,0,0,2006,230500,0,1,0,0,0,0,4,7,2,0.0,6
60,90.0,11250,3,4,3,7,5,1998,227.0,3,3,2,1054.0,5,1,1070,869,1939,0.0,1.0,2,1,3,1,4,8,1,1,3,3.0,555.0,0,0,2006,227000,0,1,0,0,0,0,4,7,6,796.0,6
60,64.0,8633,4,4,3,6,5,2005,0.0,4,3,1,738.0,5,1,738,738,1476,1.0,0.0,2,1,3,1,4,7,1,0,0,2.0,540.0,0,0,2009,173500,0,1,0,0,0,0,4,7,7,193.0,6
85,70.0,8400,4,4,2,5,6,1968,0.0,3,3,4,833.0,4,1,898,0,898,1.0,0.0,1,0,3,1,3,6,1,0,0,1.0,326.0,0,0,2006,140000,0,1,0,0,0,0,2,7,7,744.0,6
20,87.0,10037,4,4,3,8,5,2007,99.69590931493346,4,3,1,1460.0,5,1,1460,0,1460,0.0,0.0,2,0,3,1,4,6,1,1,4,2.0,480.0,0,0,2008,247000,0,1,0,0,0,0,4,8,7,666.0,6
85,69.05520046484602,8014,3,4,2,6,5,1978,23.0,3,3,4,456.0,3,1,1034,0,1034,0.0,1.0,1,0,3,1,3,5,1,1,2,2.0,504.0,0,0,2009,149900,0,1,0,0,0,0,2,7,7,456.0,6
20,69.05520046484602,12250,3,4,3,5,6,1978,180.0,3,3,2,864.0,5,1,1174,0,1174,1.0,0.0,1,0,3,1,3,5,1,0,0,2.0,528.0,0,0,2008,158000,0,1,0,0,0,0,2,7,6,781.0,6
